Timestamp	ID	Payload	Payload Length	Type	Name
2,929113	489	FF  03  11  46  40  01  00  3F	8	S	
2,934098	349	03  64  00  1F  00  00  91  1E	8	S	
2,944114	349	03  64  00  1F  00  00  82  1E	8	S	
2,954143	349	03  64  00  1F  00  00  73  1E	8	S	
2,964115	349	03  64  00  1F  00  00  64  1E	8	S	
2,969155	C9	00  00  00  00  00  00  00  00	8	S	
2,969404	E9	00  00  00  00  00  00  00  00	8	S	
2,974074	A9	00  00  00  00  00	5	S	
2,974310	349	03  64  00  1F  00  00  55  1E	8	S	
2,984159	349	03  64  00  1F  00  00  46  1E	8	S	
2,989151	489	FF  03  11  46  40  01  00  3F	8	S	
2,994095	349	03  64  00  1F  00  00  37  1E	8	S	
2,994284	4E9	03  A5  02  00  00	5	S	
3,004100	349	03  64  00  1F  00  00  28  1E	8	S	
3,014159	349	03  64  00  1F  00  00  19  1E	8	S	
3,024099	349	03  64  00  1F  00  00  0A  1E	8	S	
3,034100	349	03  64  00  1F  00  00  FB  1E	8	S	
3,044154	349	03  64  00  1F  00  00  EC  1E	8	S	
3,049116	489	FF  03  11  46  40  01  00  3F	8	S	
3,054099	349	03  64  00  1F  00  00  DD  1E	8	S	
3,064099	349	03  64  00  1F  00  00  CE  1E	8	S	
3,069138	C9	00  00  00  00  00  00  00  00	8	S	
3,069386	E9	00  00  00  00  00  00  00  00	8	S	
3,074090	A9	00  00  00  00  00	5	S	
3,074328	349	03  64  00  1F  00  00  BF  1E	8	S	
3,084101	349	03  64  00  1F  00  00  A0  1E	8	S	
3,094101	349	03  64  00  1F  00  00  91  1E	8	S	
3,094285	4E9	03  B4  02  00  00	5	S	
3,104146	349	03  64  00  1F  00  00  82  1E	8	S	
3,109114	489	FF  03  11  46  40  01  00  3F	8	S	
3,114099	349	03  64  00  1F  00  00  73  1E	8	S	
3,124103	349	03  64  00  1F  00  00  64  1E	8	S	
3,134128	349	03  64  00  1F  00  00  55  1E	8	S	
3,144098	349	03  64  00  1F  00  00  46  1E	8	S	
3,154100	349	03  64  00  1F  00  00  37  1E	8	S	
3,164199	349	03  64  00  1F  00  00  28  1E	8	S	
3,169153	C9	00  00  00  00  00  00  00  00	8	S	
3,169401	E9	00  00  00  00  00  00  00  00	8	S	
3,169640	489	FF  03  11  46  40  01  00  3F	8	S	
3,174062	A9	00  00  00  00  00	5	S	
3,174300	349	03  64  00  1F  00  00  19  1E	8	S	
3,184101	349	03  64  00  1F  00  00  0A  1E	8	S	
3,194131	349	03  64  00  1F  00  00  FB  1E	8	S	
3,194315	4E9	03  C3  02  00  00	5	S	
3,204102	349	03  64  00  1F  00  00  EC  1E	8	S	
3,214102	349	03  64  00  1F  00  00  DD  1E	8	S	
3,224145	349	03  64  00  1F  00  00  CE  1E	8	S	
3,229117	489	FF  03  11  46  40  01  00  3F	8	S	
3,234102	349	03  64  00  1F  00  00  BF  1E	8	S	
3,244102	349	03  64  00  1F  00  00  A0  1E	8	S	
3,254132	349	03  64  00  1F  00  00  91  1E	8	S	
3,264103	349	03  64  00  1F  00  00  82  1E	8	S	
3,269141	C9	00  00  00  00  00  00  00  00	8	S	
3,269390	E9	00  00  00  00  00  00  00  00	8	S	
3,274066	A9	00  00  00  00  00	5	S	
3,274304	349	03  64  00  1F  00  00  73  1E	8	S	
3,284171	349	03  64  00  1F  00  00  64  1E	8	S	
3,289139	489	FF  03  11  46  40  01  00  3F	8	S	
3,294115	349	03  64  00  1F  00  00  55  1E	8	S	
3,294300	4E9	03  D2  02  00  00	5	S	
3,304124	349	03  64  00  1F  00  00  46  1E	8	S	
3,314160	349	03  64  00  1F  00  00  37  1E	8	S	
3,324117	349	03  64  00  1F  00  00  28  1E	8	S	
3,334117	349	03  64  00  1F  00  00  19  1E	8	S	
3,344164	349	03  64  00  1F  00  00  0A  1E	8	S	
3,349132	489	FF  03  11  46  40  01  00  3F	8	S	
3,354118	349	03  64  00  1F  00  00  FB  1E	8	S	
3,364121	349	03  64  00  1F  00  00  EC  1E	8	S	
3,369155	C9	00  00  00  00  00  00  00  00	8	S	
3,369403	E9	00  00  00  00  00  00  00  00	8	S	
3,374110	A9	00  00  00  00  00	5	S	
3,374348	349	03  64  00  1F  00  00  DD  1E	8	S	
3,384143	349	03  64  00  1F  00  00  CE  1E	8	S	
3,384387	789	C8  00  00  00  00  00  00  00	8	S	
3,394104	349	03  64  00  1F  00  00  BF  1E	8	S	
3,394292	4E9	03  E1  02  00  00	5	S	
3,404154	349	03  64  00  1F  00  00  A0  1E	8	S	
3,409119	489	FF  03  11  46  40  01  00  3F	8	S	
3,414103	349	03  64  00  1F  00  00  91  1E	8	S	
3,424105	349	03  64  00  1F  00  00  82  1E	8	S	
3,434134	349	03  64  00  1F  00  00  73  1E	8	S	
3,444108	349	03  64  00  1F  00  00  64  1E	8	S	
3,454103	349	03  64  00  1F  00  00  55  1E	8	S	
3,464189	349	03  64  00  1F  00  00  46  1E	8	S	
3,469155	C9	00  00  00  00  00  00  00  00	8	S	
3,469404	E9	00  00  00  00  00  00  00  00	8	S	
3,469642	489	FF  03  11  46  40  01  00  3F	8	S	
3,474066	A9	00  00  00  00  00	5	S	
3,474303	349	03  64  00  1F  00  00  37  1E	8	S	
3,484107	349	03  64  00  1F  00  00  28  1E	8	S	
3,494135	349	03  64  00  1F  00  00  19  1E	8	S	
3,494324	4E9	03  F0  02  00  00	5	S	
3,504108	349	03  64  00  1F  00  00  0A  1E	8	S	
3,514105	349	03  64  00  1F  00  00  FB  1E	8	S	
3,524159	349	03  64  00  1F  00  00  EC  1E	8	S	
3,529121	489	FF  03  11  46  40  01  00  3F	8	S	
3,534104	349	03  64  00  1F  00  00  DD  1E	8	S	
3,544106	349	03  64  00  1F  00  00  CE  1E	8	S	
3,554137	349	03  64  00  1F  00  00  BF  1E	8	S	
3,564113	349	03  64  00  1F  00  00  A0  1E	8	S	
3,569148	C9	00  00  00  00  00  00  00  00	8	S	
3,569396	E9	00  00  00  00  00  00  00  00	8	S	
3,574068	A9	00  00  00  00  00	5	S	
3,574306	349	03  64  00  1F  00  00  91  1E	8	S	
3,584151	349	03  64  00  1F  00  00  82  1E	8	S	
3,589143	489	FF  03  11  46  40  01  00  3F	8	S	
3,594106	349	03  64  00  1F  00  00  73  1E	8	S	
3,594294	4E9	03  0F  02  00  00	5	S	
3,604108	349	03  64  00  1F  00  00  64  1E	8	S	
3,614149	349	03  64  00  1F  00  00  55  1E	8	S	
3,624105	349	03  64  00  1F  00  00  46  1E	8	S	
3,634104	349	03  64  00  1F  00  00  37  1E	8	S	
3,644158	349	03  64  00  1F  00  00  28  1E	8	S	
3,649122	489	FF  03  11  46  40  01  00  3F	8	S	
3,654107	349	03  64  00  1F  00  00  19  1E	8	S	
3,664107	349	03  64  00  1F  00  00  0A  1E	8	S	
3,669146	C9	00  00  00  00  00  00  00  00	8	S	
3,669394	E9	00  00  00  00  00  00  00  00	8	S	
3,674096	A9	00  00  00  00  00	5	S	
3,674335	349	03  64  00  1F  00  00  FB  1E	8	S	
3,684111	349	03  64  00  1F  00  00  EC  1E	8	S	
3,694108	349	03  64  00  1F  00  00  DD  1E	8	S	
3,694292	4E9	03  1E  02  00  00	5	S	
3,704152	349	03  64  00  1F  00  00  CE  1E	8	S	
3,709125	489	FF  03  11  46  40  01  00  3F	8	S	
3,714107	349	03  64  00  1F  00  00  BF  1E	8	S	
3,724109	349	03  64  00  1F  00  00  A0  1E	8	S	
3,734138	349	03  64  00  1F  00  00  91  1E	8	S	
3,744108	349	03  64  00  1F  00  00  82  1E	8	S	
3,753264	7CC	FF  00  6D  65  00  27  00  00	8	S	
3,754110	349	03  64  00  1F  00  00  73  1E	8	S	
3,759117	7CE	FF  05  C0  08  08  00  10  10	8	S	
3,764201	349	03  64  00  1F  00  00  64  1E	8	S	
3,769157	C9	00  00  00  00  00  00  00  00	8	S	
3,769406	E9	00  00  00  00  00  00  00  00	8	S	
3,769644	489	FF  03  11  46  40  01  00  3F	8	S	
3,769897	7CC	FD  FF  FF  FF  00  00  00  00	8	S	
3,774068	A9	00  00  00  00  00	5	S	
3,774305	349	03  64  00  1F  00  00  55  1E	8	S	
3,779127	7CE	FF  00  00  00  00  00  00  00	8	S	
3,781229	7CC	FB  FF  FF  FF  00  00  00  00	8	S	
3,784107	349	03  64  00  1F  00  00  46  1E	8	S	
3,789152	7CE	FF  00  01  00  05  FA  01  10	8	S	
3,791270	7CC	DA  78  54  53  53  00  00  00	8	S	
3,794136	349	03  64  00  1F  00  00  37  1E	8	S	
3,794324	4E9	03  2D  02  00  00	5	S	
3,799121	7CE	FF  08  06  00  05  00  00  50	8	S	
3,801183	7CC	D7  00  00  00  42  00  00  00	8	S	
3,804111	349	03  64  00  1F  00  00  28  1E	8	S	
3,809134	7CE	FF  04  01  13  05  06  05  00	8	S	
3,811183	7CC	F5  07  72  4C  65  6E  00  00	8	S	
3,814108	349	03  64  00  1F  00  00  19  1E	8	S	
3,819106	7CE	FF  58  63  70  45  76  65  6E	8	S	
3,821168	7CC	F5  07  72  4C  65  6E  00  00	8	S	
3,824154	349	03  64  00  1F  00  00  0A  1E	8	S	
3,829127	489	FF  03  11  46  40  01  00  3F	8	S	
3,829353	7CE	FF  74  43  68  61  6E  6E  65	8	S	
3,831326	7CC	F5  05  72  4C  65  6E  00  00	8	S	
3,834109	349	03  64  00  1F  00  00  FB  1E	8	S	
3,839124	7CE	FF  6C  5F  35  6D  73  00  00	8	S	
3,841330	7CC	D7  00  00  00  00  00  00  00	8	S	
3,844124	349	03  64  00  1F  00  00  EC  1E	8	S	
3,849144	7CE	FF  04  01  13  05  06  05  00	8	S	
3,851457	7CC	F5  07  42  69  74  00  00  00	8	S	
3,854151	349	03  64  00  1F  00  00  DD  1E	8	S	
3,859117	7CE	FF  58  63  70  45  76  65  6E	8	S	
3,861370	7CC	F5  07  42  69  74  00  00  00	8	S	
3,864123	349	03  64  00  1F  00  00  CE  1E	8	S	
3,869168	C9	00  00  00  00  00  00  00  00	8	S	
3,869416	E9	00  00  00  00  00  00  00  00	8	S	
3,869642	7CE	FF  74  43  68  61  6E  6E  65	8	S	
3,871389	7CC	F5  05  42  69  74  00  00  00	8	S	
3,874083	A9	00  00  00  00  00	5	S	
3,874321	349	03  64  00  1F  00  00  BF  1E	8	S	
3,879126	7CE	FF  6C  5F  35  6D  73  00  00	8	S	
3,881370	7CC	D7  00  01  00  65  00  00  00	8	S	
3,884174	349	03  64  00  1F  00  00  A0  1E	8	S	
3,889152	489	FF  03  11  46  40  01  00  3F	8	S	
3,889394	7CE	FF  04  01  14  01  07  04  00	8	S	
3,891325	7CC	F5  07  72  69  67  73  00  00	8	S	
3,894123	349	03  64  00  1F  00  00  91  1E	8	S	
3,894307	4E9	03  3C  02  00  00	5	S	
3,899121	7CE	FF  58  63  70  45  76  65  6E	8	S	
3,901420	7CC	F5  07  72  69  67  73  00  00	8	S	
3,904126	349	03  64  00  1F  00  00  82  1E	8	S	
3,909126	7CE	FF  74  43  68  61  6E  6E  65	8	S	
3,911296	7CC	F5  06  72  69  67  73  00  00	8	S	
3,914168	349	03  64  00  1F  00  00  73  1E	8	S	
3,919127	7CE	FF  6C  5F  31  30  6D  73  00	8	S	
3,921571	7CC	D7  00  02  00  6D  65  00  00	8	S	
3,924125	349	03  64  00  1F  00  00  64  1E	8	S	
3,929145	7CE	FF  04  01  14  04  07  03  00	8	S	
3,931560	7CC	F5  07  00  00  42  00  00  00	8	S	
3,934108	349	03  64  00  1F  00  00  55  1E	8	S	
3,939122	7CE	FF  58  63  70  45  76  65  6E	8	S	
3,941476	7CC	F5  07  00  00  42  00  00  00	8	S	
3,944167	349	03  64  00  1F  00  00  46  1E	8	S	
3,949141	489	FF  03  11  46  40  01  00  3F	8	S	
3,949368	7CE	FF  74  43  68  61  6E  6E  65	8	S	
3,951446	7CC	F5  06  00  00  42  00  00  00	8	S	
3,954120	349	03  64  00  1F  00  00  37  1E	8	S	
3,959112	7CE	FF  6C  5F  34  30  6D  73  00	8	S	
3,961478	7CC	D7  00  03  00  00  27  00  00	8	S	
3,964118	349	03  64  00  1F  00  00  28  1E	8	S	
3,969149	C9	00  00  00  00  00  00  00  00	8	S	
3,969397	E9	00  00  00  00  00  00  00  00	8	S	
3,969635	7CE	FF  04  01  15  0A  07  02  00	8	S	
3,971426	7CC	F5  07  54  53  53  00  00  00	8	S	
3,974102	A9	00  00  00  00  00	5	S	
3,974340	349	03  64  00  1F  00  00  19  1E	8	S	
3,979108	7CE	FF  58  63  70  45  76  65  6E	8	S	
3,981429	7CC	F5  07  54  53  53  00  00  00	8	S	
3,984113	349	03  64  00  1F  00  00  0A  1E	8	S	
3,989127	7CE	FF  74  43  68  61  6E  6E  65	8	S	
3,991473	7CC	F5  07  54  53  53  00  00  00	8	S	
3,994109	349	03  64  00  1F  00  00  FB  1E	8	S	
3,994294	4E9	03  4B  02  00  00	5	S	
3,999114	7CE	FF  6C  5F  31  30  30  6D  73	8	S	
4,001476	7CC	D7  00  04  00  42  00  00  00	8	S	
4,004164	349	03  64  00  1F  00  00  EC  1E	8	S	
4,009130	489	FF  03  11  46  40  01  00  3F	8	S	
4,009369	7CE	FF  04  02  16  64  07  01  00	8	S	
4,011419	7CC	F5  07  43  79  63  6C  65  00	8	S	
4,014112	349	03  64  00  1F  00  00  DD  1E	8	S	
4,019108	7CE	FF  58  63  70  45  76  65  6E	8	S	
4,021414	7CC	F5  07  43  79  63  6C  65  00	8	S	
4,024110	349	03  64  00  1F  00  00  CE  1E	8	S	
4,029116	7CE	FF  74  43  68  61  6E  6E  65	8	S	
4,031661	7CC	F5  07  43  79  63  6C  65  00	8	S	
4,034142	349	03  64  00  1F  00  00  BF  1E	8	S	
4,039129	7CE	FF  6C  5F  31  30  30  30  6D	8	S	
4,041673	7CC	F5  01  43  79  63  6C  65  00	8	S	
4,044127	349	03  64  00  1F  00  00  A0  1E	8	S	
4,049152	7CE	FF  73  00  00  00  00  00  00	8	S	
4,051880	7CC	D9  FF  FF  FF  00  00  00  00	8	S	
4,054126	349	03  64  00  1F  00  00  91  1E	8	S	
4,059130	7CE	FF  01  01  01  01  68  0A  00	8	S	
4,061825	7CC	E9  FF  FF  FF  00  00  00  00	8	S	
4,064211	349	03  64  00  1F  00  00  82  1E	8	S	
4,069179	C9	00  00  00  00  00  00  00  00	8	S	
4,069427	E9	00  00  00  00  00  00  00  00	8	S	
4,069666	489	FF  03  11  46  40  01  00  3F	8	S	
4,069912	7CE	FF  01  00  00  00  00  00  00	8	S	
4,074028	7CC	E8  00  00  00  00  6C  65  00	8	S	
4,074220	A9	00  00  00  00  00	5	S	
4,074459	349	03  64  00  1F  00  00  73  1E	8	S	
4,084129	349	03  64  00  1F  00  00  64  1E	8	S	
4,084373	7CE	FF  00  00  00  00  00  1C  80	8	S	
4,088066	7CC	E8  00  00  01  00  6C  65  00	8	S	
4,094156	349	03  64  00  1F  00  00  55  1E	8	S	
4,094340	4E9	03  5A  02  00  00	5	S	
4,094586	7CE	FF  00  00  00  FF  FF  03  00	8	S	
4,098114	7CC	E8  01  00  01  00  6C  65  00	8	S	
4,104128	349	03  64  00  1F  00  00  46  1E	8	S	
4,104377	7CE	FF  01  00  01  00  00  00  00	8	S	
4,107265	7CC	E7  00  00  00  65  00  00  00	8	S	
4,114125	349	03  64  00  1F  00  00  37  1E	8	S	
4,114374	7CE	FF  3F  00  00  00  00  00  00	8	S	
4,117304	7CC	CE  FF  FF  FF  00  00  00  00	8	S	
4,124180	349	03  64  00  1F  00  00  28  1E	8	S	
4,124426	7CE	FE  33  00  00  00  00  00  00	8	S	
4,127429	7CC	E3  00  00  00  00  02  00  00	8	S	
4,129128	489	FF  03  11  46  40  01  00  3F	8	S	
4,134113	349	03  64  00  1F  00  00  19  1E	8	S	
4,134363	7CE	FF  00  00  00  00  00  00  00	8	S	
4,137509	7CC	E2  00  00  00  00  00  00  00	8	S	
4,144114	349	03  64  00  1F  00  00  0A  1E	8	S	
4,144364	7CE	FF  00  00  00  00  00  00  00	8	S	
4,147680	7CC	E1  FF  01  00  70  AC  00  50	8	S	
4,154144	349	03  64  00  1F  00  00  FB  1E	8	S	
4,154395	7CE	FF  00  00  00  00  00  00  00	8	S	
4,157717	7CC	E1  FF  01  00  71  AC  00  50	8	S	
4,164117	349	03  64  00  1F  00  00  EC  1E	8	S	
4,164367	7CE	FF  00  00  00  00  00  00  00	8	S	
4,166838	7CC	E1  FF  01  00  72  AC  00  50	8	S	
4,169154	C9	00  00  00  00  00  00  00  00	8	S	
4,169402	E9	00  00  00  00  00  00  00  00	8	S	
4,174074	A9	00  00  00  00  00	5	S	
4,174313	349	03  64  00  1F  00  00  DD  1E	8	S	
4,174563	7CE	FF  00  00  00  00  00  00  00	8	S	
4,176857	7CC	E1  FF  01  00  73  AC  00  50	8	S	
4,184159	349	03  64  00  1F  00  00  CE  1E	8	S	
4,184410	7CE	FF  00  00  00  00  00  00  00	8	S	
4,186834	7CC	E0  00  00  00  00  00  01  00	8	S	
4,189138	489	FF  03  11  46  40  01  00  3F	8	S	
4,194112	349	03  64  00  1F  00  00  BF  1E	8	S	
4,194296	4E9	03  69  02  00  00	5	S	
4,194547	7CE	FF  00  00  00  00  00  00  00	8	S	
4,196921	7CC	DE  02  00  00  00  27  00  00	8	S	
4,204115	349	03  64  00  1F  00  00  A0  1E	8	S	
4,204365	7CE	FF  00  00  00  00  00  00  00	8	S	
4,214160	349	03  64  00  1F  00  00  91  1E	8	S	
4,224114	349	03  64  00  1F  00  00  82  1E	8	S	
4,234117	349	03  64  00  1F  00  00  73  1E	8	S	
4,244167	349	03  64  00  1F  00  00  64  1E	8	S	
4,249130	489	FF  03  11  46  40  01  00  3F	8	S	
4,252012	7CC	FE  36  4E  33  23  02  00  00	8	S	
4,254112	349	03  64  00  1F  00  00  55  1E	8	S	
4,259132	7CE	FF  00  00  00  00  00  00  00	8	S	
4,264114	349	03  64  00  1F  00  00  46  1E	8	S	
4,269153	C9	00  00  00  00  00  00  00  00	8	S	
4,269401	E9	00  00  00  00  00  00  00  00	8	S	
4,274106	A9	00  00  00  00  00	5	S	
4,274342	349	03  64  00  1F  00  00  37  1E	8	S	
4,284116	349	03  64  00  1F  00  00  28  1E	8	S	
4,294117	349	03  64  00  1F  00  00  19  1E	8	S	
4,294305	4E9	03  78  02  00  00	5	S	
4,304162	349	03  64  00  1F  00  00  0A  1E	8	S	
4,309130	489	FF  03  11  46  40  01  00  3F	8	S	
4,314116	349	03  64  00  1F  00  00  FB  1E	8	S	
4,324119	349	03  64  00  1F  00  00  EC  1E	8	S	
4,334145	349	03  64  00  1F  00  00  DD  1E	8	S	
4,344118	349	03  64  00  1F  00  00  CE  1E	8	S	
4,354116	349	03  64  00  1F  00  00  BF  1E	8	S	
4,364224	349	03  64  00  1F  00  00  A0  1E	8	S	
4,369169	C9	00  00  00  00  00  00  00  00	8	S	
4,369417	E9	00  00  00  00  00  00  00  00	8	S	
4,369655	489	FF  03  11  46  40  01  00  3F	8	S	
4,374078	A9	00  00  00  00  00	5	S	
4,374316	349	03  64  00  1F  00  00  91  1E	8	S	
4,384139	349	03  64  00  1F  00  00  82  1E	8	S	
4,384383	789	C8  00  00  00  00  00  00  00	8	S	
4,394147	349	03  64  00  1F  00  00  73  1E	8	S	
4,394333	4E9	03  87  02  00  00	5	S	
4,404120	349	03  64  00  1F  00  00  64  1E	8	S	
4,414116	349	03  64  00  1F  00  00  55  1E	8	S	
4,424159	349	03  64  00  1F  00  00  46  1E	8	S	
4,429133	489	FF  03  11  46  40  01  00  3F	8	S	
4,434115	349	03  64  00  1F  00  00  37  1E	8	S	
4,444118	349	03  64  00  1F  00  00  28  1E	8	S	
4,454148	349	03  64  00  1F  00  00  19  1E	8	S	
4,464119	349	03  64  00  1F  00  00  0A  1E	8	S	
4,469155	C9	00  00  00  00  00  00  00  00	8	S	
4,469403	E9	00  00  00  00  00  00  00  00	8	S	
4,474078	A9	00  00  00  00  00	5	S	
4,474316	349	03  64  00  1F  00  00  FB  1E	8	S	
4,484169	349	03  64  00  1F  00  00  EC  1E	8	S	
4,489145	489	FF  03  11  46  40  01  00  3F	8	S	
4,494119	349	03  64  00  1F  00  00  DD  1E	8	S	
4,494304	4E9	03  96  02  00  00	5	S	
4,504120	349	03  64  00  1F  00  00  CE  1E	8	S	
4,514163	349	03  64  00  1F  00  00  BF  1E	8	S	
4,524119	349	03  64  00  1F  00  00  A0  1E	8	S	
4,534119	349	03  64  00  1F  00  00  91  1E	8	S	
4,544164	349	03  64  00  1F  00  00  82  1E	8	S	
4,549134	489	FF  03  11  46  40  01  00  3F	8	S	
4,554118	349	03  64  00  1F  00  00  73  1E	8	S	
4,564123	349	03  64  00  1F  00  00  64  1E	8	S	
4,569155	C9	00  00  00  00  00  00  00  00	8	S	
4,569404	E9	00  00  00  00  00  00  00  00	8	S	
4,574110	A9	00  00  00  00  00	5	S	
4,574346	349	03  64  00  1F  00  00  55  1E	8	S	
4,584118	349	03  64  00  1F  00  00  46  1E	8	S	
4,594117	349	03  64  00  1F  00  00  37  1E	8	S	
4,594306	4E9	03  A5  02  00  00	5	S	
4,604170	349	03  64  00  1F  00  00  28  1E	8	S	
4,609140	489	FF  03  11  46  40  01  00  3F	8	S	
4,614120	349	03  64  00  1F  00  00  19  1E	8	S	
4,624119	349	03  64  00  1F  00  00  0A  1E	8	S	
4,634147	349	03  64  00  1F  00  00  FB  1E	8	S	
4,644122	349	03  64  00  1F  00  00  EC  1E	8	S	
4,654120	349	03  64  00  1F  00  00  DD  1E	8	S	
4,664205	349	03  64  00  1F  00  00  CE  1E	8	S	
4,669171	C9	00  00  00  00  00  00  00  00	8	S	
4,669419	E9	00  00  00  00  00  00  00  00	8	S	
4,669658	489	FF  03  11  46  40  01  00  3F	8	S	
4,674080	A9	00  00  00  00  00	5	S	
4,674318	349	03  64  00  1F  00  00  BF  1E	8	S	
4,684119	349	03  64  00  1F  00  00  A0  1E	8	S	
4,694149	349	03  64  00  1F  00  00  91  1E	8	S	
4,694334	4E9	03  B4  02  00  00	5	S	
4,704122	349	03  64  00  1F  00  00  82  1E	8	S	
4,714120	349	03  64  00  1F  00  00  73  1E	8	S	
4,724173	349	03  64  00  1F  00  00  64  1E	8	S	
4,729137	489	FF  03  11  46  40  01  00  3F	8	S	
4,734119	349	03  64  00  1F  00  00  55  1E	8	S	
4,744118	349	03  64  00  1F  00  00  46  1E	8	S	
4,754148	349	03  64  00  1F  00  00  37  1E	8	S	
4,764139	349	03  64  00  1F  00  00  28  1E	8	S	
4,769177	C9	00  00  00  00  00  00  00  00	8	S	
4,769425	E9	00  00  00  00  00  00  00  00	8	S	
4,774096	A9	00  00  00  00  00	5	S	
4,774334	349	03  64  00  1F  00  00  19  1E	8	S	
4,784181	349	03  64  00  1F  00  00  0A  1E	8	S	
4,789167	489	FF  03  11  46  40  01  00  3F	8	S	
4,794135	349	03  64  00  1F  00  00  FB  1E	8	S	
4,794320	4E9	03  C3  02  00  00	5	S	
4,804138	349	03  64  00  1F  00  00  EC  1E	8	S	
4,814180	349	03  64  00  1F  00  00  DD  1E	8	S	
4,824137	349	03  64  00  1F  00  00  CE  1E	8	S	
4,834121	349	03  64  00  1F  00  00  BF  1E	8	S	
4,844172	349	03  64  00  1F  00  00  A0  1E	8	S	
4,849138	489	FF  03  11  46  40  01  00  3F	8	S	
4,854125	349	03  64  00  1F  00  00  91  1E	8	S	
4,864131	349	03  64  00  1F  00  00  82  1E	8	S	
4,869175	C9	00  00  00  00  00  00  00  00	8	S	
4,869423	E9	00  00  00  00  00  00  00  00	8	S	
4,874136	A9	00  00  00  00  00	5	S	
4,874374	349	03  64  00  1F  00  00  73  1E	8	S	
4,884140	349	03  64  00  1F  00  00  64  1E	8	S	
4,894137	349	03  64  00  1F  00  00  55  1E	8	S	
4,894321	4E9	03  D2  02  00  00	5	S	
4,904181	349	03  64  00  1F  00  00  46  1E	8	S	
4,909152	489	FF  03  11  46  40  01  00  3F	8	S	
4,914136	349	03  64  00  1F  00  00  37  1E	8	S	
4,924139	349	03  64  00  1F  00  00  28  1E	8	S	
4,934169	349	03  64  00  1F  00  00  19  1E	8	S	
4,944124	349	03  64  00  1F  00  00  0A  1E	8	S	
4,954124	349	03  64  00  1F  00  00  FB  1E	8	S	
4,964217	349	03  64  00  1F  00  00  EC  1E	8	S	
4,969175	C9	00  00  00  00  00  00  00  00	8	S	
4,969423	E9	00  00  00  00  00  00  00  00	8	S	
4,969662	489	FF  03  11  46  40  01  00  3F	8	S	
4,974084	A9	00  00  00  00  00	5	S	
4,974322	349	03  64  00  1F  00  00  DD  1E	8	S	
4,984127	349	03  64  00  1F  00  00  CE  1E	8	S	
4,994157	349	03  64  00  1F  00  00  BF  1E	8	S	
4,994345	4E9	03  E1  02  00  00	5	S	
5,004126	349	03  64  00  1F  00  00  A0  1E	8	S	
5,014124	349	03  64  00  1F  00  00  91  1E	8	S	
5,024171	349	03  64  00  1F  00  00  82  1E	8	S	
5,029141	489	FF  03  11  46  40  01  00  3F	8	S	
5,034125	349	03  64  00  1F  00  00  73  1E	8	S	
5,044128	349	03  64  00  1F  00  00  64  1E	8	S	
5,054154	349	03  64  00  1F  00  00  55  1E	8	S	
5,064125	349	03  64  00  1F  00  00  46  1E	8	S	
5,069163	C9	00  00  00  00  00  00  00  00	8	S	
5,069411	E9	00  00  00  00  00  00  00  00	8	S	
5,074088	A9	00  00  00  00  00	5	S	
5,074324	349	03  64  00  1F  00  00  37  1E	8	S	
5,084178	349	03  64  00  1F  00  00  28  1E	8	S	
5,089155	489	FF  03  11  46  40  01  00  3F	8	S	
5,094127	349	03  64  00  1F  00  00  19  1E	8	S	
5,094316	4E9	03  F0  02  00  00	5	S	
5,104128	349	03  64  00  1F  00  00  0A  1E	8	S	
5,114170	349	03  64  00  1F  00  00  FB  1E	8	S	
5,124131	349	03  64  00  1F  00  00  EC  1E	8	S	
5,134127	349	03  64  00  1F  00  00  DD  1E	8	S	
5,144172	349	03  64  00  1F  00  00  CE  1E	8	S	
5,149144	489	FF  03  11  46  40  01  00  3F	8	S	
5,154128	349	03  64  00  1F  00  00  BF  1E	8	S	
5,164133	349	03  64  00  1F  00  00  A0  1E	8	S	
5,169165	C9	00  00  00  00  00  00  00  00	8	S	
5,169414	E9	00  00  00  00  00  00  00  00	8	S	
5,174118	A9	00  00  00  00  00	5	S	
5,174356	349	03  64  00  1F  00  00  91  1E	8	S	
5,184128	349	03  64  00  1F  00  00  82  1E	8	S	
5,194127	349	03  64  00  1F  00  00  73  1E	8	S	
5,194315	4E9	03  0F  02  00  00	5	S	
5,204180	349	03  64  00  1F  00  00  64  1E	8	S	
5,209142	489	FF  03  11  46  40  01  00  3F	8	S	
5,214127	349	03  64  00  1F  00  00  55  1E	8	S	
5,224125	349	03  64  00  1F  00  00  46  1E	8	S	
5,234157	349	03  64  00  1F  00  00  37  1E	8	S	
5,244126	349	03  64  00  1F  00  00  28  1E	8	S	
5,254128	349	03  64  00  1F  00  00  19  1E	8	S	
5,264215	349	03  64  00  1F  00  00  0A  1E	8	S	
5,269179	C9	00  00  00  00  00  00  00  00	8	S	
5,269427	E9	00  00  00  00  00  00  00  00	8	S	
5,269666	489	FF  03  11  46  40  01  00  3F	8	S	
5,274090	A9	00  00  00  00  00	5	S	
5,274328	349	03  64  00  1F  00  00  FB  1E	8	S	
5,284131	349	03  64  00  1F  00  00  EC  1E	8	S	
5,294159	349	03  64  00  1F  00  00  DD  1E	8	S	
5,294343	4E9	03  1E  02  00  00	5	S	
5,304128	349	03  64  00  1F  00  00  CE  1E	8	S	
5,314130	349	03  64  00  1F  00  00  BF  1E	8	S	
